Letter,Title,Description
P,Pancetta affumicata,La pancetta affumicata è un salume di suino che si ricava dalla pancia del maiale. Può essere fresca o conservata: quest’ultima ...
P,Pandoro,"Pandoro, caratteristiche principali
Il pandoro è uno dei dolci tipici del Natale italiano e ha origini veronesi. Il suo nome deriva ..."
P,Pane,"Pane, proprietà principali
Il pane è forse l’alimento più conosciuto al mondo. Con il termine generico si identifica in genere quello ..."
P,Pane carasau,"Il pane carasau è un prodotto tipico della Sardegna. Si tratta di un tipo di pane croccante, a forma di sfoglia sottile. Dal colore ..."
P,Pane chapati,"Il pane chapati è un alimento tipico dell’area di Punjab, in India, e del Pakistan. Si tratta di un pane non lievitato con una forma ..."
P,Pane di Altamura,"Il Pane di Altamura è un prodotto da forno tipico italiano, realizzato con i grani dei Comuni della Murgia: Altamura, Gravina di ..."
P,Pane di segale,"Il pane di segale, conosciuto anche con il nome di pane nero (per il suo colore scuro), è un prodotto molto diffuso nel Nord Europa, ..."
P,Pane integrale,"Il pane integrale è un valido sostituto del comune pane bianco, ed è anzi più ricco di fibre e di proteine rispetto ad esso. Viene ..."
P,Pane naan,"Il pane naan è un prodotto lievitato tradizionale dell’Asia centrale, e più specificamente è uno dei più famosi tipi di pane indiano – ..."
P,Pane pita,"Il pane pita è un pane lievitato dalla forma piatta e rotonda diffuso soprattutto nel Medio oriente, nel Mediterraneo e nel Nord ..."
P,Pane toscano,"La panificazione italiana è una delle più ricche e variegate del mondo. Ogni regione, se non addirittura ogni comune, ha il proprio ..."
P,Panettone,"Il panettone è un dolce natalizio tipico milanese, diffuso non solo in Italia, ma anche in diversi Paesi dell’America Latina. Preparato ..."
P,Pangrattato,"Pangrattato, proprietà principali
Il pangrattato si ottiene dalla pestatura o dalla macinatura del pane, generalmente di quello secco o ..."
P,Panini,"Panini, principali proprietà
I panini sono una piccola forma di pane, per lo più tonda od ovale che spesso viene tagliata ..."
P,Panini al latte,"I panini al latte sono dei soffici bocconcini dall’aspetto tondeggiante, o lungo, dal sapore neutro che possono essere riempiti con ..."
P,Panna acida (crème fraîche),La panna acida è una crema di origine francese dal colore bianco e a base di panna. Ha un sapore acidulo e una consistenza soda. A ...
P,Panna da cucina,"Panna da cucina, proprietà principali
La panna da cucina si ricava dalla parte grassa del latte. A differenza di quella fresca si ..."
P,Panna di soia,"La panna di soia è un’ottima alternativa alla panna comune, sia per chi segue diete vegane che per chi ha intolleranze al lattosio. ..."
P,Panna fresca liquida,La panna fresca liquida è un ingrediente usato per la preparazione di dolci ed è un prodotto del latte vaccino. Sfruttata in ...
P,Panna spray,"La panna spray è un tipo di panna montana pronta all’utilizzo e per questo comodissima da avere sempre in cucina, per le situazioni in ..."
P,Pannocchia di mais,"La pannocchia di mais, il cui nome corretto è però spadice, è l’infiorescenza femminile del granoturco, pianta erbacea annuale della ..."
P,Pannocchiette,Le pannocchiette sono piccole pannocchie dal sapore dolce che vengono raccolte prematuramente per poter essere gustate in formato mini. ...
P,Pansotti,"Una vera prelibatezza nata in Liguria: i pansotti sono un tipo di pasta ripiena molto apprezzata in tutta Italia, una vera golosità che ..."
P,Papaccelle,"La papaccella è un peperone molto amato in Campania che presenta una polpa carnosa e molto saporita. Viene utilizzato per le conserve, ..."
P,Papaya,"Papaya, proprietà principali
La papaya è un frutto dal sapore dolce e aromatico, originaria dell’America Centrale e Meridionale ma poi ..."
P,Papaya Drink Boero,
P,Pappardelle all'uovo,"Pappardelle all’uovo, caratteristiche principali
Una pasta fresca immancabile a tavola. Le pappardelle all’uovo suono buonissime e ..."
P,Paprika dolce,"Paprika dolce, proprietà principali
La paprika dolce è spezia derivata dalla pianta del peperone e pertanto appartenente alla famiglia ..."
P,Paprika forte,"Paprika forte, caratteristiche principali
La paprika forte è una spezia che deriva dalla macinazione del peperoncino essiccato e ..."
P,Parmigiano Reggiano DOP,"Parmigiano Reggiano, proprietà principali
Il Parmigiano Reggiano è il formaggio italiano a pasta dura forse più conosciuto al mondo, di ..."
P,Parmigiano Reggiano DOP grattugiato,"Nato diversi secoli fa, il Parmigiano Reggiano è il formaggio italiano a pasta dura forse più conosciuto al mondo. Ha un sapore a dir ..."
P,Passata di pomodoro,"Passata di pomodoro, proprietà principali
La passata di pomodoro è una prodotto alimentare ottenuto da pomodoro fresco che se fatta in ..."
P,Pasta brick,"La pasta brick è una pasta costituita da sfoglie molto leggere e sottili. Di origine tunisina, è utilizzata per preparazioni sia dolci ..."
P,Pasta brisée,"La pasta brisée è un impasto molto utilizzato nella cucina francese, dove trova impiego in preparazioni dolci e salate. È infatti ..."
P,Pasta di acciughe,"Pasta di acciughe, proprietà principali
La pasta d’acciughe è una salsa a base di acciughe private del loro sale e macinate, fino a ..."
P,Pasta di curry,"Pasta di curry, proprietà principali
La pasta di curry è un composto cremoso che si ottiene a partire dalla polvere di curry, ..."
P,Pasta di fagioli gialli,
P,Pasta di fagioli neri,La pasta di fagioli neri è una pasta proteica che viene preparata con questi deliziosi legumi. Si tratta di un alimento che viene ...
P,Pasta di gamberetti,"Utilizzata in tutto il sud-est asiatico, e apprezzata anche nel nostro Paese, la pasta di gamberetti è un ingrediente dall’aroma ..."
P,Pasta di gambero,"La pasta di gambero, chiamata anche shrimp paste, salsa di gamberi, kapi, trassi oppure bagoong aramang, è una pasta di colore rosa. ..."
P,Pasta di mais,"La pasta di mais è una pasta senza glutine, diversa da quella “tradizionale” in commercio che viene preparata con la farina di grano ..."
P,Pasta di mandorle,"Un impasto semplice che si prepara con solo tre ingredienti, la pasta di mandorle può essere usata per la realizzazione di buonissimi ..."
P,Pasta di tamarindo,"Pasta di tamarindo, caratteristiche principali
La pasta di tamarindo è una salsa agrodolce che si ricava dalla polpa del frutto. Si ..."
P,Pasta fillo,"Pasta fillo, caratteristiche principali
La pasta fillo deve il suo nome al greco φύλλο, che significa proprio foglia. Per la sua ..."
P,Pasta frolla,"La pasta frolla è un impasto dolce che viene utilizzato in pasticceria per realizzare biscotti, torte e pasticcini cotti al forno. ..."
P,Pasta genovese,Con pasta genovese si intende parlare della tipica ricetta napoletana: si tratta di un primo piatto facente parte della tradizione ...
P,Pasta kataifi,"La pasta kataifi, conosciuta anche con i nomi di kadaif, knafeh e konafah, è una preparazione che affonda le sue origini nella cucina ..."
P,Pasta laksa,"La pasta laksa è una tipologia di pasta (o meglio, di noodle) del sud-est asiatico. Ha dato il nome all’omonima ricetta, ..."
P,Pasta mista,Quando parliamo di pasta mista facciamo riferimento all’utilizzo di diverse paste per un’unica preparazione. Le origini di questo ...
P,Pasta sfoglia,"La pasta sfoglia è un ingrediente molto diffuso in cucina, a base di acqua, farina e burro. Viene utilizzato sia per preparazioni dolci ..."
P,Pasta struncatura,"La pasta struncatura è un piatto tipico calabrese. È una ricetta originaria della provincia di Reggio Calabria, anche se nel tempo si è ..."
P,Pasta tricolore,"La pasta tricolore, ma anche quella classica, rappresenta l’Italia nel mondo. Almeno dal punto di vista culinario. Infatti, il nostro è ..."
P,Pastinaca,"Pastinaca, caratteristiche principali
La pastinaca, o anche Pastinaca sativa, è un tubero poco conosciuto in Italia e diffuso in altri ..."
P,Patate,"Patate, proprietà principali
La patata è uno dei tuberi più diffusi al mondo, originario delle regioni andine. In Italia si coltivano ..."
P,Patate della Sila IGP,"Le patate della Sila IGP sono un prodotto tipico dell’altopiano della Sila, in territorio calabrese. Vengono coltivate a circa 1.200 ..."
P,Patate dolci,"Patate dolci, caratteristiche principali
Le patate dolci, conosciute anche come patate americane, rappresentano una variante di quelle ..."
P,Patate novelle,"Le patate novelle sono dei tuberi che vengono raccolti solitamente entro la fine di giugno, ovvero prima che il loro processo di ..."
P,Patate rosse,Le patate rosse sono tuberi caratterizzati dalla buccia esterna di colore rosso. La polpa interna invece può assumere una colorazione ...
P,Patè di foie gras,Il patè di foie gras è un ingrediente di origine francese impiegato per la preparazione di antipasti e aperitivi da servire in ...
P,Patè di funghi al tartufo,"Realizzata con pochi ma preziosi ingredienti, il patè di funghi al tartufo è perfetto da spalmare sui crostini o sul pane, per farcire ..."
P,Patè di peperoni,"Patè di peperoni, caratteristiche principali
È una preparazione semplice ma ricca di gusto. Trova la sua giusta applicazione per ..."
P,Patè di pomodori secchi,"Realizzata con pochi e semplici ingredienti, questa gustosa salsa è impiegata in moltissime ricette della cucina nostrana. Del resto, ..."
P,Paté di fegato,"Il paté di fegato è un ingrediente tipico della cucina francese e vanta origini molto antiche. Preparato con il fegato d’oca, questo ..."
P,Paté di olive,"Più di un semplice condimento, più di una salsa: il paté di olive è un ingrediente cremoso e gustoso, che può essere utilizzato in modi ..."
P,Peach Bitters,
P,Pecora,La pecora è un mammifero che fa parte della famiglia dei Bovidi e del genere Ovis. Comprende ben sei specie selvatiche e numerose razze ...
P,Pecorino romano,"Il pecorino romano è un formaggio dalle origini antichissime che, a dispetto del nome, viene prodotto non solo nel Lazio ma anche in ..."
P,Pecorino sardo,"Pecorino sardo, proprietà principali
Il pecorino sardo è un formaggio ovino a pasta semi cotta tipico della regione Sardegna, ..."
P,Penne di semola di grano duro,
P,Penne lisce,"Tra i formati di pasta più frequentemente usati dagli italiani ci sono senza dubbio le penne e, quando si tratta di scegliere, in ..."
P,Penne rigate,Le penne rigate sono un tipo di pasta dalla forma cilindrica tagliata alle estremità con dei tagli obliqui paralleli. Questa tipologia ...
P,Penne rigate di kamut,"Tra i vari formati di pasta più frequentemente presenti sulle nostre tavole troviamo le penne rigate, che vengono impiegate in una gran ..."
P,Penne rigate integrali,Le penne rigate sono uno dei formati di pasta tra i più apprezzati dagli italiani – e non solo! Vantano una lunga tradizione che ...
P,Penne zite,Le penne zite sono un formato di pasta corta di medie dimensioni caratterizzate da una consistenza corposa che si adatta a qualsiasi ...
P,Pennoni rigati,I pennoni rigati sono una tipologia di pasta di dimensioni XL preparata solitamente con farina di grano duro e trafilatura in bronzo. ...
P,Pepe,Il pepe è il frutto di una pianta delle famiglia delle Piperacee (Piper nigrum) originario dell’India meridionale. Considerato il re ...
P,Pepe bianco in grani,"Il pepe bianco in grani viene ricavato dalla pianta chiamata Piper nigrum, appartenente alla famiglia delle Piperaceae, la stessa da ..."
P,Pepe di Cayenna,"Contrariamente a quanto possa far pensare il suo nome, il pepe di Cayenna è in realtà un tipo di peperoncino. Il nome deriva dalla ..."
P,Pepe nero,"Il pepe nero è una spezia molto comune, largamente usata nelle tradizioni culinarie di tutto il mondo. Deriva dalla pianta del Piper ..."
P,Pepe nero in grani,"Il pepe nero in grani è una spezia frutto della lavorazione particolare dei frutti del Piper nigrum, una pianta che fa parte della ..."
P,Pepe rosa,"Il pepe rosa è il frutto della pianta “schinus molle”: è conosciuto anche con il nome di “falso pepe”, poiché la pianta che lo genera ..."
P,Pepe rosa in grani,"Il pepe rosa in grani è una spezia che viene ricavata dal frutto Shinus molle, un arbusto dell’America Latina. Viene considerato un ..."
P,Pepe verde,"Il pepe verde è il frutto della pianta piper nigrum. Quest’ultima produce anche il pepe nero e il pepe bianco, ma attenzione: si tratta ..."
P,Pepe verde in grani,"Ottimo per condire i primi piatti e per dare sapore ai secondi, il pepe verde in grani è un ingrediente irrinunciabile in cucina. ..."
P,Peperoncini verdi,"I peperoncini verdi, appartenenti alla famiglia Capsicum, sono una varietà di peperoncino dalle spiccate caratteristiche che li ..."
P,Peperoncino calabrese,"Il peperoncino calabrese può essere considerato uno dei simboli della regione Calabria. Utilizzato in moltissime pietanze, viene ..."
